low_ci	median	up_ci	disease	N_drugs	eigen_vector	conf.level	touch_05	condition
0.168480981210364	0.332413627639155	0.496346274067947	chronic	8	PC1	0.95	1	crohn_quote_s_disease
0.328287118764727	0.502290076335878	0.676293033907029	dyslipidemia	5	PC1	0.95	0	crohn_quote_s_disease
0.0889982752924435	0.34321223709369	0.597426198894937	cirrhosis	6	PC1	0.95	0	crohn_quote_s_disease
0.188409231412623	0.350767754318618	0.513126277224613	chronic_kidney_disease	8	PC1	0.95	0	crohn_quote_s_disease
0.142011985401791	0.338824662813102	0.535637340224414	obesity	10	PC1	0.95	0	crohn_quote_s_disease
0.416118071324862	0.622240882917466	0.828363694510071	acute_lymphoblastic_leukemia	8	PC1	0.95	0	crohn_quote_s_disease
0.382678024417125	0.600027367268747	0.817376710120368	adult_acute_lymphocytic_leukemia	7	PC1	0.95	0	crohn_quote_s_disease
0.333069705943988	0.609351145038168	0.885632584132348	acute	5	PC1	0.95	0	crohn_quote_s_disease
0.240810589687549	0.469529750479846	0.698248911272144	postoperative	8	PC1	0.95	0	crohn_quote_s_disease
0.122249659948287	0.420490758444869	0.718731856941451	migraine	6	PC1	0.95	0	crohn_quote_s_disease
0.254588809933283	0.518336070060208	0.782083330187133	inflammation	7	PC1	0.95	0	crohn_quote_s_disease
0.273084073583477	0.537903667214012	0.802723260844547	atherosclerosis	7	PC1	0.95	0	crohn_quote_s_disease
0.478278038526171	0.612403100775194	0.746528163024216	hiv_infections	13	PC1	0.95	0	crohn_quote_s_disease
0.236756922082881	0.467735042735043	0.698713163387205	nausea	9	PC1	0.95	0	crohn_quote_s_disease
0.416980302607222	0.615830115830116	0.81467992905301	coronary_artery_disease	11	PC1	0.95	0	crohn_quote_s_disease
0.33671666009531	0.574165298303229	0.811613936511149	cardiovascular_disease	7	PC1	0.95	0	crohn_quote_s_disease
0.421912807281537	0.646825396825397	0.871737986369256	stroke	7	PC1	0.95	0	crohn_quote_s_disease
0.343287625963569	0.595801526717557	0.848315427471546	multiple_sclerosis	5	PC1	0.95	0	crohn_quote_s_disease
0.239091447354061	0.49352207293666	0.747952698519259	vomiting	8	PC1	0.95	0	crohn_quote_s_disease
0.299691582856246	0.441452991452991	0.583214400049737	diabetes	9	PC1	0.95	0	crohn_quote_s_disease
0.206940328107555	0.556870229007634	0.906800129907712	osteoporosis	5	PC1	0.95	0	crohn_quote_s_disease
0.156904940225695	0.323282442748092	0.489659945270488	insulin_resistance	5	PC1	0.95	1	crohn_quote_s_disease
0.319341766885248	0.497863247863248	0.676384728841248	metabolic_syndrome	9	PC1	0.95	0	crohn_quote_s_disease
0.247144653918771	0.427029914529915	0.606915175141058	type_2_diabetes	9	PC1	0.95	0	crohn_quote_s_disease
0.289338848657335	0.434393063583815	0.579447278510295	type_2_diabetes_mellitus	10	PC1	0.95	0	crohn_quote_s_disease
0.208049879987131	0.453792224346718	0.699534568706304	post-traumatic_stress_disorder	6	PC1	0.95	0	crohn_quote_s_disease
0.437858071007128	0.6434034416826	0.848948812358072	alzheimer__quote__s_disease	6	PC1	0.95	0	crohn_quote_s_disease
0.221252081590149	0.411828214971209	0.60240434835227	kidney_failure	8	PC1	0.95	0	crohn_quote_s_disease
0.0881019465121518	0.32118320610687	0.554264465701589	portal_hypertension	5	PC1	0.95	0	crohn_quote_s_disease
0.2038420458473	0.401210962396431	0.598579878945562	atrial_fibrillation	6	PC2	0.95	0	crohn_quote_s_disease
0.229156143354593	0.435276409414340	0.641396675474088	dementia	7	PC2	0.95	0	crohn_quote_s_disease
0.244389513419567	0.463198458574181	0.682007403728795	heart_failure	10	PC2	0.95	0	crohn_quote_s_disease
0.136621747205936	0.240839694656489	0.345057642107041	headache	5	PC2	0.95	1	crohn_quote_s_disease
0.219653335881750	0.360042735042735	0.50043213420372	postoperative_pain	9	PC2	0.95	0	crohn_quote_s_disease
0.282271702944471	0.396238651102464	0.510205599260457	pain	15	PC2	0.95	0	crohn_quote_s_disease
0.453595174625663	0.580286839145107	0.706978503664551	healthy	21	PC2	0.95	0	crohn_quote_s_disease
0.232694021389499	0.547709923664122	0.862725825938746	pregnancy	5	PC2	0.95	0	crohn_quote_s_disease
0.135238800574892	0.331679389312977	0.528119978051062	postoperative_nausea_and_vomiting	5	PC2	0.95	0	crohn_quote_s_disease
0.407272398308574	0.579594017094017	0.75191563587946	kidney_transplantation	9	PC2	0.95	0	crohn_quote_s_disease
0.291938275840884	0.537595419847328	0.783252563853772	graft_rejection	5	PC2	0.95	0	crohn_quote_s_disease
0.263168546557890	0.53	0.79683145344211	kidney_transplant	4	PC2	0.95	0	crohn_quote_s_disease
0.271545956223421	0.564690885914595	0.857835815605769	hepatitis_c	6	PC2	0.95	0	crohn_quote_s_disease
0.392116611708736	0.59003159003159	0.787946568354444	diabetic_nephropathy	11	PC2	0.95	0	crohn_quote_s_disease
0.410044158554535	0.539267285861713	0.668490413168891	diabetes_mellitus	19	PC2	0.95	0	crohn_quote_s_disease
0.341355353828382	0.558301343570058	0.775247333311733	alcoholism	8	PC2	0.95	0	crohn_quote_s_disease
0.408665418229649	0.580154142581888	0.751642866934128	type_2	10	PC2	0.95	0	crohn_quote_s_disease
0.0803929609332509	0.27151051625239	0.462628071571529	osteoarthritis	6	PC2	0.95	1	crohn_quote_s_disease
0.35317094017668	0.484363052454504	0.615555164732327	hypertension	26	PC2	0.95	0	crohn_quote_s_disease
0.130232273309549	0.405513065646909	0.680793857984269	ventricular_dysfunction	6	PC2	0.95	0	crohn_quote_s_disease
0.130232273309549	0.405513065646909	0.680793857984269	left	6	PC2	0.95	0	crohn_quote_s_disease
0.269565767751006	0.435897435897436	0.602229104043866	asthma	9	PC2	0.95	0	crohn_quote_s_disease
0.397092507699519	0.567178502879079	0.737264498058638	major_depression	8	PC2	0.95	0	crohn_quote_s_disease
0.344235396359465	0.597900763358779	0.851566130358092	major_depressive_disorder	5	PC2	0.95	0	crohn_quote_s_disease
0.347978531250551	0.521914008321775	0.695849485393	depression	14	PC2	0.95	0	crohn_quote_s_disease
0.384375037989446	0.515864440078585	0.647353842167725	schizophrenia	20	PC2	0.95	0	crohn_quote_s_disease
0.294115813697873	0.518114203454894	0.742112593211915	schizoaffective_disorder	8	PC2	0.95	0	crohn_quote_s_disease
0.331085794044932	0.487937743190661	0.64478969233639	bipolar_disorder	15	PC2	0.95	0	crohn_quote_s_disease
0.0896593320822534	0.461832061068702	0.834004790055151	sepsis	5	PC2	0.95	0	crohn_quote_s_disease
0.0366830810790406	0.316030534351145	0.59537798762325	liver_cirrhosis	5	PC2	0.95	0	crohn_quote_s_disease
0.348261817126527	0.579198473282443	0.810135129438358	infection	5	PC2	0.95	0	crohn_quote_s_disease
0.386760636866634	0.586641221374046	0.786521805881458	rheumatoid	5	PC2	0.95	0	crohn_quote_s_disease
0.391150452944828	0.546665067178503	0.702179681412178	rheumatoid_arthritis	8	PC2	0.95	0	crohn_quote_s_disease
0.279115500958775	0.505895474824729	0.732675448690683	arthritis	6	PC2	0.95	0	crohn_quote_s_disease
0.367041130242916	0.538267754318618	0.70949437839432	chronic	8	PC2	0.95	0	crohn_quote_s_disease
0.131293519421449	0.461068702290076	0.790843885158704	dyslipidemia	5	PC2	0.95	0	crohn_quote_s_disease
0.252645503739281	0.475780752071383	0.698916000403485	cirrhosis	6	PC2	0.95	0	crohn_quote_s_disease
0.348543859079751	0.539587332053743	0.730630805027735	chronic_kidney_disease	8	PC2	0.95	0	crohn_quote_s_disease
0.469597582844422	0.65019267822736	0.830787773610298	obesity	10	PC2	0.95	0	crohn_quote_s_disease
0.347868841476989	0.535388675623800	0.722908509770612	acute_lymphoblastic_leukemia	8	PC2	0.95	0	crohn_quote_s_disease
0.252354881796156	0.502599890530925	0.752844899265694	adult_acute_lymphocytic_leukemia	7	PC2	0.95	0	crohn_quote_s_disease
0.312205865715381	0.549809160305344	0.787412454895306	acute	5	PC2	0.95	0	crohn_quote_s_disease
0.327997882965699	0.483685220729367	0.639372558493034	postoperative	8	PC2	0.95	0	crohn_quote_s_disease
0.168987732497763	0.363448056086679	0.557908379675596	migraine	6	PC2	0.95	0	crohn_quote_s_disease
0.406581269990736	0.54488232074439	0.683183371498044	inflammation	7	PC2	0.95	0	crohn_quote_s_disease
0.205848319226737	0.461822660098522	0.717797000970308	atherosclerosis	7	PC2	0.95	0	crohn_quote_s_disease
0.180371315073824	0.373136553369112	0.565901791664399	hiv_infections	13	PC2	0.95	0	crohn_quote_s_disease
0.478197774328191	0.632051282051282	0.785904789774373	nausea	9	PC2	0.95	0	crohn_quote_s_disease
0.326302036769191	0.482274482274482	0.638246927779773	coronary_artery_disease	11	PC2	0.95	0	crohn_quote_s_disease
0.139402503608742	0.338533114395183	0.537663725181625	cardiovascular_disease	7	PC2	0.95	0	crohn_quote_s_disease
0.277798545383848	0.491105637657362	0.704412729930875	stroke	7	PC2	0.95	0	crohn_quote_s_disease
0.184449181935684	0.414503816793893	0.644558451652102	multiple_sclerosis	5	PC2	0.95	0	crohn_quote_s_disease
0.373660496117725	0.562619961612284	0.751579427106843	vomiting	8	PC2	0.95	0	crohn_quote_s_disease
0.305729760202202	0.522649572649573	0.739569385096943	diabetes	9	PC2	0.95	0	crohn_quote_s_disease
0.774422120041305	0.870229007633588	0.96603589522587	osteoporosis	5	PC2	0.95	1	crohn_quote_s_disease
0.0502688828366936	0.403435114503817	0.75660134617094	insulin_resistance	5	PC2	0.95	0	crohn_quote_s_disease
0.34924562581866	0.580128205128205	0.81101078443775	metabolic_syndrome	9	PC2	0.95	0	crohn_quote_s_disease
0.395312508205894	0.602457264957265	0.809602021708636	type_2_diabetes	9	PC2	0.95	0	crohn_quote_s_disease
0.379899980065735	0.580443159922929	0.780986339780122	type_2_diabetes_mellitus	10	PC2	0.95	0	crohn_quote_s_disease
0.105794452889850	0.345761631612492	0.585728810335134	post-traumatic_stress_disorder	6	PC2	0.95	0	crohn_quote_s_disease
0.230905532773931	0.515933715742511	0.80096189871109	alzheimer__quote__s_disease	6	PC2	0.95	0	crohn_quote_s_disease
0.326599165589595	0.488363723608445	0.650128281627296	kidney_failure	8	PC2	0.95	0	crohn_quote_s_disease
0.124259866368425	0.315839694656489	0.507419522944552	portal_hypertension	5	PC2	0.95	0	crohn_quote_s_disease
0.0576808182877796	0.324729126832377	0.591777435376975	atrial_fibrillation	6	PC3	0.95	0	crohn_quote_s_disease
0.275156896148031	0.532977558839628	0.790798221531224	dementia	7	PC3	0.95	0	crohn_quote_s_disease
0.386090684807740	0.553371868978805	0.72065305314987	heart_failure	10	PC3	0.95	0	crohn_quote_s_disease
0.278412002233987	0.559541984732824	0.840671967231662	headache	5	PC3	0.95	0	crohn_quote_s_disease
0.244935508142221	0.451068376068376	0.657201243994531	postoperative_pain	9	PC3	0.95	0	crohn_quote_s_disease
0.300762948173554	0.455771725032425	0.610780501891296	pain	15	PC3	0.95	0	crohn_quote_s_disease
0.364593431146391	0.513451443569554	0.662309455992717	healthy	21	PC3	0.95	0	crohn_quote_s_disease
0.207887440256882	0.50763358778626	0.807379735315637	pregnancy	5	PC3	0.95	0	crohn_quote_s_disease
0.0690474410854808	0.367175572519084	0.665303703952687	postoperative_nausea_and_vomiting	5	PC3	0.95	0	crohn_quote_s_disease
0.283879072496036	0.504594017094017	0.725308961691998	kidney_transplantation	9	PC3	0.95	0	crohn_quote_s_disease
0.125198321731822	0.426145038167939	0.727091754604056	graft_rejection	5	PC3	0.95	0	crohn_quote_s_disease
0.224179509062469	0.56	0.895820490937531	kidney_transplant	4	PC3	0.95	0	crohn_quote_s_disease
0.249124123629304	0.410452517527087	0.57178091142487	hepatitis_c	6	PC3	0.95	0	crohn_quote_s_disease
0.387461186171485	0.555458055458055	0.723454924744626	diabetic_nephropathy	11	PC3	0.95	0	crohn_quote_s_disease
0.375943845930634	0.504798761609907	0.63365367728918	diabetes_mellitus	19	PC3	0.95	0	crohn_quote_s_disease
0.323943138261617	0.514875239923225	0.705807341584832	alcoholism	8	PC3	0.95	0	crohn_quote_s_disease
0.209454759013183	0.401926782273603	0.594398805534023	type_2	10	PC3	0.95	0	crohn_quote_s_disease
0.106095813359957	0.277884002549394	0.449672191738832	osteoarthritis	6	PC3	0.95	1	crohn_quote_s_disease
0.438107185613147	0.537964520568894	0.637821855524641	hypertension	26	PC3	0.95	0	crohn_quote_s_disease
0.402248864175123	0.637826641172721	0.87340441817032	ventricular_dysfunction	6	PC3	0.95	0	crohn_quote_s_disease
0.402248864175123	0.637826641172721	0.87340441817032	left	6	PC3	0.95	0	crohn_quote_s_disease
0.271307487234206	0.449145299145299	0.626983111056392	asthma	9	PC3	0.95	0	crohn_quote_s_disease
0.196336943990245	0.415067178502879	0.633797413015513	major_depression	8	PC3	0.95	0	crohn_quote_s_disease
0.264798257338059	0.592175572519084	0.919552887700109	major_depressive_disorder	5	PC3	0.95	0	crohn_quote_s_disease
0.386727809690108	0.523300970873786	0.659874132057464	depression	14	PC3	0.95	0	crohn_quote_s_disease
0.362289775920007	0.501915520628684	0.64154126533736	schizophrenia	20	PC3	0.95	0	crohn_quote_s_disease
0.22879901013675	0.410868522072937	0.592938034009123	schizoaffective_disorder	8	PC3	0.95	0	crohn_quote_s_disease
0.395732229107796	0.543968871595331	0.692205514082866	bipolar_disorder	15	PC3	0.95	0	crohn_quote_s_disease
0.211635111345066	0.438549618320611	0.665464125296156	sepsis	5	PC3	0.95	0	crohn_quote_s_disease
0.257096230254261	0.561068702290076	0.865041174325892	liver_cirrhosis	5	PC3	0.95	0	crohn_quote_s_disease
0.0701170735504948	0.41087786259542	0.751638651640345	infection	5	PC3	0.95	0	crohn_quote_s_disease
0.0521105811000482	0.271374045801527	0.490637510503005	rheumatoid	5	PC3	0.95	1	crohn_quote_s_disease
0.107544216940839	0.251559500959693	0.395574784978547	rheumatoid_arthritis	8	PC3	0.95	1	crohn_quote_s_disease
0.0910478509421241	0.270395156150414	0.449742461358704	arthritis	6	PC3	0.95	1	crohn_quote_s_disease
0.213849596039093	0.464851247600768	0.715852899162443	chronic	8	PC3	0.95	0	crohn_quote_s_disease
0.274060703125773	0.520229007633588	0.766397312141403	dyslipidemia	5	PC3	0.95	0	crohn_quote_s_disease
0.226338381854072	0.493626513702996	0.760914645551919	cirrhosis	6	PC3	0.95	0	crohn_quote_s_disease
0.312833766714896	0.552543186180422	0.792252605645948	chronic_kidney_disease	8	PC3	0.95	0	crohn_quote_s_disease
0.326876340387201	0.484874759152216	0.64287317791723	obesity	10	PC3	0.95	0	crohn_quote_s_disease
0.412926069528963	0.614323416506718	0.815720763484473	acute_lymphoblastic_leukemia	8	PC3	0.95	0	crohn_quote_s_disease
0.476713113585466	0.627668308702791	0.778623503820116	adult_acute_lymphocytic_leukemia	7	PC3	0.95	0	crohn_quote_s_disease
0.559303478800797	0.767748091603053	0.97619270440531	acute	5	PC3	0.95	1	crohn_quote_s_disease
0.120053768272252	0.271833013435701	0.423612258599149	postoperative	8	PC3	0.95	1	crohn_quote_s_disease
0.281138772072812	0.560388782664117	0.839638793255422	migraine	6	PC3	0.95	0	crohn_quote_s_disease
0.272295412770629	0.520251778872469	0.768208144974308	inflammation	7	PC3	0.95	0	crohn_quote_s_disease
0.405972932618563	0.600027367268747	0.79408180191893	atherosclerosis	7	PC3	0.95	0	crohn_quote_s_disease
0.50646161155373	0.667710196779964	0.828958782006199	hiv_infections	13	PC3	0.95	1	crohn_quote_s_disease
0.379856928807655	0.526709401709402	0.673561874611149	nausea	9	PC3	0.95	0	crohn_quote_s_disease
0.313666477874868	0.508248508248508	0.702830538622148	coronary_artery_disease	11	PC3	0.95	0	crohn_quote_s_disease
0.305502452164459	0.518609742747674	0.731717033330889	cardiovascular_disease	7	PC3	0.95	0	crohn_quote_s_disease
0.205473613257301	0.393404488232074	0.581335363206848	stroke	7	PC3	0.95	0	crohn_quote_s_disease
0.142091961972447	0.406870229007634	0.67164849604282	multiple_sclerosis	5	PC3	0.95	0	crohn_quote_s_disease
0.46768709942041	0.603406909788868	0.739126720157325	vomiting	8	PC3	0.95	0	crohn_quote_s_disease
0.416509407331733	0.549786324786325	0.683063242240917	diabetes	9	PC3	0.95	0	crohn_quote_s_disease
0.76956796556246	0.842748091603053	0.915928217643647	osteoporosis	5	PC3	0.95	1	crohn_quote_s_disease
0.164801856058273	0.411068702290076	0.65733554852188	insulin_resistance	5	PC3	0.95	0	crohn_quote_s_disease
0.306423341355552	0.47457264957265	0.642721957789747	metabolic_syndrome	9	PC3	0.95	0	crohn_quote_s_disease
0.307339514294953	0.505021367521368	0.702703220747782	type_2_diabetes	9	PC3	0.95	0	crohn_quote_s_disease
0.341002444805274	0.528227360308285	0.715452275811296	type_2_diabetes_mellitus	10	PC3	0.95	0	crohn_quote_s_disease
0.285177021608129	0.578712555768005	0.872248089927881	post-traumatic_stress_disorder	6	PC3	0.95	0	crohn_quote_s_disease
0.236288253729576	0.395474824729127	0.554661395728678	alzheimer__quote__s_disease	6	PC3	0.95	0	crohn_quote_s_disease
0.185094620968090	0.424304222648752	0.663513824329415	kidney_failure	8	PC3	0.95	0	crohn_quote_s_disease
0.285317845306211	0.583396946564885	0.88147604782356	portal_hypertension	5	PC3	0.95	0	crohn_quote_s_disease
0.418311831312338	0.566284257488846	0.714256683665354	atrial_fibrillation	6	PC4	0.95	0	crohn_quote_s_disease
0.54883823966291	0.678845101258894	0.808851962854879	dementia	7	PC4	0.95	1	crohn_quote_s_disease
0.242068640560091	0.446820809248555	0.651572977937018	heart_failure	10	PC4	0.95	0	crohn_quote_s_disease
0.23456770834852	0.559923664122137	0.885279619895755	headache	5	PC4	0.95	0	crohn_quote_s_disease
0.452621864696573	0.657692307692308	0.862762750688042	postoperative_pain	9	PC4	0.95	0	crohn_quote_s_disease
0.420611119573686	0.571595330739300	0.722579541904913	pain	15	PC4	0.95	0	crohn_quote_s_disease
0.39229483328668	0.534355080614923	0.676415327943167	healthy	21	PC4	0.95	0	crohn_quote_s_disease
0.366682514005576	0.535114503816794	0.703546493628011	pregnancy	5	PC4	0.95	0	crohn_quote_s_disease
0.338887736655681	0.538167938931298	0.737448141206915	postoperative_nausea_and_vomiting	5	PC4	0.95	0	crohn_quote_s_disease
0.294311601240656	0.503525641025641	0.712739680810626	kidney_transplantation	9	PC4	0.95	0	crohn_quote_s_disease
0.297901109776293	0.542175572519084	0.786450035261875	graft_rejection	5	PC4	0.95	0	crohn_quote_s_disease
0.05658618584576	0.438095238095238	0.819604290344716	kidney_transplant	4	PC4	0.95	0	crohn_quote_s_disease
0.465988769011898	0.697259400892288	0.928530032772678	hepatitis_c	6	PC4	0.95	0	crohn_quote_s_disease
0.314546385517532	0.493681993681994	0.672817601846455	diabetic_nephropathy	11	PC4	0.95	0	crohn_quote_s_disease
0.334189019443496	0.485706914344685	0.637224809245874	diabetes_mellitus	19	PC4	0.95	0	crohn_quote_s_disease
0.239518372127925	0.457533589251440	0.675548806374954	alcoholism	8	PC4	0.95	0	crohn_quote_s_disease
0.247902689493026	0.442967244701349	0.638031799909671	type_2	10	PC4	0.95	0	crohn_quote_s_disease
0.202615606832415	0.420650095602294	0.638684584372174	osteoarthritis	6	PC4	0.95	0	crohn_quote_s_disease
0.293261045786158	0.414627618901973	0.535994192017788	hypertension	26	PC4	0.95	0	crohn_quote_s_disease
0.0699138711244795	0.326163161249203	0.582412451373927	ventricular_dysfunction	6	PC4	0.95	0	crohn_quote_s_disease
0.0699138711244795	0.326163161249203	0.582412451373927	left	6	PC4	0.95	0	crohn_quote_s_disease
0.419368547729329	0.598076923076923	0.776785298424517	asthma	9	PC4	0.95	0	crohn_quote_s_disease
0.237574594965993	0.403790786948177	0.57000697893036	major_depression	8	PC4	0.95	0	crohn_quote_s_disease
0.138158631913231	0.400190839694656	0.662223047476082	major_depressive_disorder	5	PC4	0.95	0	crohn_quote_s_disease
0.266197992118554	0.414008321775312	0.56181865143207	depression	14	PC4	0.95	0	crohn_quote_s_disease
0.3983299109222	0.514685658153242	0.631041405384283	schizophrenia	20	PC4	0.95	0	crohn_quote_s_disease
0.258984046907265	0.44133877159309	0.623693496278916	schizoaffective_disorder	8	PC4	0.95	0	crohn_quote_s_disease
0.32569619840457	0.472373540856031	0.619050883307492	bipolar_disorder	15	PC4	0.95	0	crohn_quote_s_disease
0.312348600219620	0.528625954198473	0.744903308177327	sepsis	5	PC4	0.95	0	crohn_quote_s_disease
0.142150985273106	0.451526717557252	0.760902449841398	liver_cirrhosis	5	PC4	0.95	0	crohn_quote_s_disease
0.101498174858661	0.395992366412214	0.690486557965766	infection	5	PC4	0.95	0	crohn_quote_s_disease
0.0757757660592706	0.386641221374046	0.697506676688821	rheumatoid	5	PC4	0.95	0	crohn_quote_s_disease
0.291003827696563	0.506118042226487	0.721232256756412	rheumatoid_arthritis	8	PC4	0.95	0	crohn_quote_s_disease
0.16851684199832	0.465105162523901	0.761693483049481	arthritis	6	PC4	0.95	0	crohn_quote_s_disease
0.374311998080419	0.574976007677543	0.775640017274668	chronic	8	PC4	0.95	0	crohn_quote_s_disease
0.337836104621794	0.548854961832061	0.759873819042328	dyslipidemia	5	PC4	0.95	0	crohn_quote_s_disease
0.505423096441909	0.673677501593372	0.841931906744834	cirrhosis	6	PC4	0.95	1	crohn_quote_s_disease
0.182866195931629	0.447216890595010	0.71156758525839	chronic_kidney_disease	8	PC4	0.95	0	crohn_quote_s_disease
0.310006179417671	0.487186897880539	0.664367616343408	obesity	10	PC4	0.95	0	crohn_quote_s_disease
0.218476639031005	0.443498080614203	0.668519522197402	acute_lymphoblastic_leukemia	8	PC4	0.95	0	crohn_quote_s_disease
0.242160761630691	0.505610290093049	0.769059818555407	adult_acute_lymphocytic_leukemia	7	PC4	0.95	0	crohn_quote_s_disease
0.0745227582794004	0.32118320610687	0.56784365393434	acute	5	PC4	0.95	0	crohn_quote_s_disease
0.312646451423785	0.502159309021113	0.691672166618442	postoperative	8	PC4	0.95	0	crohn_quote_s_disease
0.107737204376141	0.391172721478649	0.674608238581156	migraine	6	PC4	0.95	0	crohn_quote_s_disease
0.376479383275182	0.552271483305966	0.72806358333675	inflammation	7	PC4	0.95	0	crohn_quote_s_disease
0.145442424368144	0.411193212917351	0.676944001466558	atherosclerosis	7	PC4	0.95	0	crohn_quote_s_disease
0.452174323478945	0.583333333333333	0.714492343187721	hiv_infections	13	PC4	0.95	0	crohn_quote_s_disease
0.269389247133260	0.460042735042735	0.65069622295221	nausea	9	PC4	0.95	0	crohn_quote_s_disease
0.317614041727038	0.492979992979993	0.668345944232947	coronary_artery_disease	11	PC4	0.95	0	crohn_quote_s_disease
0.431874492558041	0.590859332238643	0.749844171919245	cardiovascular_disease	7	PC4	0.95	0	crohn_quote_s_disease
0.209980914030533	0.413929939792009	0.617878965553484	stroke	7	PC4	0.95	0	crohn_quote_s_disease
0.267471941911523	0.522519083969466	0.777566226027408	multiple_sclerosis	5	PC4	0.95	0	crohn_quote_s_disease
0.324036686691388	0.546545105566219	0.76905352444105	vomiting	8	PC4	0.95	0	crohn_quote_s_disease
0.32439118455631	0.527991452991453	0.731591721426596	diabetes	9	PC4	0.95	0	crohn_quote_s_disease
0.449600158021641	0.650381679389313	0.851163200756985	osteoporosis	5	PC4	0.95	0	crohn_quote_s_disease
0.292883340990133	0.564885496183206	0.836887651376279	insulin_resistance	5	PC4	0.95	0	crohn_quote_s_disease
0.352807512860754	0.548076923076923	0.743346333293092	metabolic_syndrome	9	PC4	0.95	0	crohn_quote_s_disease
0.286163138434828	0.494978632478632	0.703794126522437	type_2_diabetes	9	PC4	0.95	0	crohn_quote_s_disease
0.310931507568469	0.478323699421965	0.645715891275461	type_2_diabetes_mellitus	10	PC4	0.95	0	crohn_quote_s_disease
0.253041727194293	0.507010834926705	0.760979942659117	post-traumatic_stress_disorder	6	PC4	0.95	0	crohn_quote_s_disease
0.29402560714616	0.55736137667304	0.82069714619992	alzheimer__quote__s_disease	6	PC4	0.95	0	crohn_quote_s_disease
